GENESIS-Tabelle: 12411-0017
Bevölkerung: Kreise, Stichtag, Altersgruppen;;;;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;;;;
;;;Altersgruppen;Altersgruppen;Altersgruppen;Altersgruppen;Altersgruppen;Altersgruppen;Altersgruppen;Altersgruppen;Altersgruppen;Altersgruppen;Altersgruppen;Altersgruppen;Altersgruppen;Altersgruppen;Altersgruppen;Altersgruppen;Altersgruppen;Altersgruppen
;;;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;Insgesamt
31.12.2020;09663;Würzburg, kreisfreie Stadt;3391;2937;3397;3989;2378;2415;12923;13671;11634;8269;6605;6188;7817;8282;7227;11687;14144;126954
31.12.2020;09671;Aschaffenburg, Landkreis;4899;4954;6127;7718;4928;3304;8558;9174;10389;10733;10269;10642;14877;16022;13417;19620;19027;174658
31.12.2020;09672;Bad Kissingen, Landkreis;2689;2723;3395;4261;2828;1945;4993;5165;5940;5730;5677;6085;8176;9193;8356;12965;13048;103169
31.12.2020;09673;Rhön-Grabfeld, Landkreis;2086;2308;2759;3557;2360;1576;4057;4278;4561;4662;4405;4698;6351;7147;6413;9497;8795;79510
31.12.2020;09674;Haßberge, Landkreis;2314;2447;3016;3702;2362;1637;4449;4450;5018;5169;4732;5112;6828;7755;6940;9817;8527;84275
31.12.2020;09675;Kitzingen, Landkreis;2656;2743;3258;3949;2589;1792;4807;5300;5938;5738;5525;5653;7478;8072;6788;10139;9271;91696
31.12.2020;09676;Miltenberg, Landkreis;3581;3620;4644;5723;3665;2561;6748;6938;7548;7571;7628;8217;11034;11250;9664;14338;14013;128743
31.12.2020;09677;Main-Spessart, Landkreis;3356;3403;4191;5191;3402;2433;6168;6514;7238;7226;7072;7634;10510;11427;10217;15417;14577;125976
31.12.2020;09678;Schweinfurt, Landkreis;3345;3381;4157;4984;3175;2274;5844;6389;7178;7114;6549;6724;9215;10396;9107;13152;12668;115652
31.12.2020;09679;Würzburg, Landkreis;4830;4941;5961;7147;4646;3114;8251;8662;9927;10135;9966;9928;12735;14029;12608;19017;16800;162697
31.12.2020;09761;Augsburg, kreisfreie Stadt;8534;8198;9818;11766;7321;5410;20881;24706;25113;21119;19067;17985;20359;20396;17396;26954;30807;295830
31.12.2020;09762;Kaufbeuren, kreisfreie Stadt;1316;1316;1574;1966;1277;898;2428;2740;2988;2819;2616;2532;3267;3605;3121;4799;5400;44662
31.12.2020;09763;Kempten (Allgäu), kreisfreie Stadt;2041;2011;2193;2831;1771;1320;4535;5269;4999;4442;4088;4041;4849;4740;4395;7078;8337;68940
31.12.2020;09764;Memmingen, kreisfreie Stadt;1371;1272;1571;1950;1286;850;2474;2850;3017;2719;2763;2716;3372;3441;2999;4561;5148;44360
31.12.2020;09771;Aichach-Friedberg, Landkreis;4188;4453;5439;6321;3998;2735;7231;7032;8266;8761;8499;8527;11422;11471;9508;13393;13780;135024
31.12.2020;09772;Augsburg, Landkreis;7940;8279;10090;11971;7348;5140;13275;13657;15883;16262;15978;16120;21167;21591;17827;26457;26915;255900
31.12.2020;09773;Dillingen an der Donau, Landkreis;2945;2918;3573;4518;2918;1990;5391;5671;6140;5819;5879;6118;7893;8209;7142;10275;9773;97172
31.12.2020;09774;Günzburg, Landkreis;3884;3761;4646;5923;3831;2618;7240;7799;8402;7912;7711;8231;10360;10685;9115;12858;12366;127342
31.12.2020;09775;Neu-Ulm, Landkreis;5432;5316;6488;8156;4973;3603;10056;10673;11910;11746;10893;11251;13597;13797;11804;17716;18412;175823
31.12.2020;09776;Lindau (Bodensee), Landkreis;2262;2377;2809;3596;2376;1671;4229;4436;5032;4976;4755;5024;6983;7065;5763;8580;10151;82085
31.12.2020;09777;Ostallgäu, Landkreis;4462;4392;5287;6570;4279;2931;7623;8033;8675;8645;8262;8923;11508;11853;9918;15286;15260;141907
31.12.2020;09778;Unterallgäu, Landkreis;4573;4447;5481;6584;4166;2989;8256;8578;9068;8823;8807;9014;11926;12188;10014;15279;15971;146164
31.12.2020;09779;Donau-Ries, Landkreis;3934;3930;4955;6270;4025;2774;7617;7803;8694;8369;8372;8798;10626;11304;9507;13789;13557;134324
31.12.2020;09780;Oberallgäu, Landkreis;4659;4593;5490;6695;4264;3026;7967;8554;9464;9219;9058;9605;12979;13458;11184;17391;18702;156308
31.12.2020;10041;Regionalverband Saarbrücken, Landkreis;8719;8574;10582;13218;8182;5998;19427;22036;22122;19655;18107;17855;24175;26966;24817;38594;38475;327502
31.12.2020;10042;Merzig-Wadern, Landkreis;2387;2563;3343;4388;2889;1998;4946;5452;6131;6087;5935;6368;8424;9506;8659;12641;11754;103471
31.12.2020;10043;Neunkirchen, Landkreis;3257;3375;4163;5325;3267;2253;6349;7004;7925;7554;7271;7170;10398;12076;11192;16223;16370;131172
31.12.2020;10044;Saarlouis, Landkreis;4842;5073;6451;7948;4894;3492;9347;10407;11706;11230;10712;10819;14996;17566;16341;24424;23484;193732
31.12.2020;10045;Saarpfalz-Kreis;3335;3520;4482;5826;3485;2609;7246;7640;8025;7897;7646;7729;11190;12770;11976;17774;18506;141656
31.12.2020;10046;Sankt Wendel, Landkreis;1920;1974;2609;3426;2245;1486;3865;4419;4832;4784;4664;4968;7046;8324;7719;11390;10787;86458
31.12.2020;11000;Berlin, kreisfreie Stadt;114316;113572;136592;158594;87148;60078;197952;267099;336391;295478;247435;214868;251825;266889;209923;330693;375235;3664088
31.12.2020;12051;Brandenburg an der Havel, kreisfreie Stadt;1789;1877;2461;2856;1462;1046;3041;3011;5105;4872;4200;3590;4822;6107;5599;8645;11557;72040
31.12.2020;12052;Cottbus, kreisfreie Stadt;2462;2512;3321;3903;2273;1536;4906;4825;7206;6530;5643;4900;6628;8263;7600;11967;14218;98693
31.12.2020;12053;Frankfurt (Oder), kreisfreie Stadt;1231;1437;1798;2380;1351;929;2894;2515;3635;3510;3296;3036;3651;4974;4829;7445;8104;57015
31.12.2020;12054;Potsdam, kreisfreie Stadt;5732;5856;7392;8693;4645;3249;10009;10533;16007;14462;13198;10943;12015;12877;10393;16385;19723;182112
31.12.2020;12060;Barnim, Landkreis;4671;5293;7283;8957;4775;2871;6731;5871;11322;12586;12614;11074;14542;17769;15527;22227;23230;187343
31.12.2020;12061;Dahme-Spreewald, Landkreis;4522;5160;6559;7837;4232;2695;6499;5715;10549;11752;11318;10276;14025;16084;13819;19592;22682;173316
31.12.2020;12062;Elbe-Elster, Landkreis;2221;2425;3128;4144;2454;1439;2892;2661;5432;5922;5657;5924;8055;9839;9461;13964;15467;101085
31.12.2020;12063;Havelland, Landkreis;4032;4786;6530;7870;4665;2882;6533;5222;9739;10522;10603;10092;14240;16160;12936;18226;19655;164693
31.12.2020;12064;Märkisch-Oderland, Landkreis;4647;5581;7660;9200;4993;3042;6101;5088;11649;13288;13181;11497;15466;19877;17283;24009;24633;197195
31.12.2020;12065;Oberhavel, Landkreis;5163;6067;8205;10168;5949;3819;8045;6644;12350;14029;14123;12906;18262;21060;17010;23987;26447;214234
31.12.2020;12066;Oberspreewald-Lausitz, Landkreis;2296;2766;3469;4341;2479;1479;3518;3050;6125;6436;6307;6084;8193;10386;9458;14700;17309;108396
31.12.2020;12067;Oder-Spree, Landkreis;4420;4745;6437;7862;4367;2786;5895;4789;10045;11110;10936;9979;13747;17379;15524;23407;25848;179276
31.12.2020;12068;Ostprignitz-Ruppin, Landkreis;2158;2587;3350;4277;2344;1509;3470;2975;5695;6124;5920;5439;7493;9721;9277;13254;13215;98808
31.12.2020;12069;Potsdam-Mittelmark, Landkreis;5148;6306;8755;11263;6505;3854;7593;5853;11512;13710;14733;13846;18704;21639;17936;24841;25756;217954
31.12.2020;12070;Prignitz, Landkreis;1581;1872;2427;2955;1770;1124;2695;2348;4339;4269;4022;4025;5746;7717;7122;10480;11604;76096
31.12.2020;12071;Spree-Neiße, Landkreis;2398;2767;3756;4775;2627;1529;3140;2504;5649;6570;6365;6284;9207;11648;11032;16143;16617;113011
31.12.2020;12072;Teltow-Fläming, Landkreis;4575;5031;6505;7935;4478;2955;6636;6014;11201;12047;11276;10234;13987;16201;13293;18618;20568;171554
31.12.2020;12073;Uckermark, Landkreis;2475;2843;3937;5008;2963;1767;3756;3340;6454;6664;6600;6341;8971;11744;11240;16733;17414;118250
31.12.2020;13001;Greifswald, kreisfreie Stadt (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;13002;Neubrandenburg, kreisfreie Stadt (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;13003;Rostock, kreisfreie Stadt;5371;5365;6601;7772;4504;3857;14759;13070;18337;14823;12404;9966;12655;14965;13522;22434;28656;209061
31.12.2020;13004;Schwerin, kreisfreie Stadt;2562;2702;3387;4207;2385;1824;4496;4197;6962;6299;5965;4905;6167;7288;6983;11728;13552;95609
31.12.2020;13005;Stralsund, kreisfreie Stadt (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;13006;Wismar, kreisfreie Stadt (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;13051;Bad Doberan, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;13052;Demmin, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;13053;Güstrow, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;13054;Ludwigslust, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;13055;Mecklenburg-Strelitz, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;13056;Müritz, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;13057;Nordvorpommern, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;13058;Nordwestmecklenburg, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;13059;Ostvorpommern, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;13060;Parchim, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;13061;Rügen, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;13062;Uecker-Randow, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;13071;Mecklenburgische Seenplatte, Landkreis;5865;6395;8947;11457;6433;4164;8901;7747;15386;15442;15285;13909;18707;25133;24139;35555;34592;258057
31.12.2020;13072;Rostock, Landkreis;5419;6245;8342;10336;5828;3286;6338;5735;13013;14621;13789;12212;16935;21395;19303;28146;26129;217072
31.12.2020;13073;Vorpommern-Rügen, Landkreis;4759;5496;7554;9794;5269;3437;8140;7073;13435;14050;13788;12076;16968;21853;20414;30300;30977;225383
31.12.2020;13074;Nordwestmecklenburg, Landkreis;3967;4304;5683;7134;4090;2639;5878;5288;10146;10640;9960;9129;12244;14583;13449;20015;18826;157975
31.12.2020;13075;Vorpommern-Greifswald, Landkreis;5278;5993;7940;10049;5709;3928;10469;9109;15183;14707;13783;12267;16435;21482;21283;31363;30795;235773
31.12.2020;13076;Ludwigslust-Parchim, Landkreis;5174;5629;7621;9312;5380;3261;6975;6461;12852;13686;12999;12253;16657;21187;19303;28014;25080;211844
31.12.2020;14161;Chemnitz, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14166;Plauen, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14167;Zwickau, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14171;Annaberg, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14173;Chemnitzer Land, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14177;Freiberg, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14178;Vogtlandkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14181;Mittlerer Erzgebirgskreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14182;Mittweida, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14188;Stollberg, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14191;Aue-Schwarzenberg, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14193;Zwickauer Land, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14262;Dresden, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14263;Görlitz, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14264;Hoyerswerda, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14272;Bautzen, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14280;Meißen, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14284;Niederschlesischer Oberlausitzkreis (b.31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14285;Riesa-Großenhain, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14286;Löbau-Zittau, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14287;Sächsische Schweiz, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14290;Weißeritzkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14292;Kamenz, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14365;Leipzig, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14374;Delitzsch, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14375;Döbeln, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14379;Leipziger Land, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14383;Muldentalkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14389;Torgau-Oschatz, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;14511;Chemnitz, kreisfreie Stadt;6486;6863;8364;10008;5634;4048;12066;12524;18195;16233;14381;12469;15330;17342;15515;31219;37724;244401
31.12.2020;14521;Erzgebirgskreis;7415;8573;11720;14940;8789;5238;10697;8878;17260;19582;19862;19651;23155;27628;27396;51950;49183;331917
31.12.2020;14522;Mittelsachsen, Landkreis;6961;7970;10744;13205;7461;4778;10755;9527;17322;18029;17972;17167;22454;26039;24160;41509;45421;301474
31.12.2020;14523;Vogtlandkreis;4773;5538;7260;9274;5512;3438;7446;6635;12002;12870;12615;13102;16687;19361;18426;32464;36502;223905
31.12.2020;14524;Zwickau, Landkreis;7087;7977;10607;13102;7856;4886;11134;9889;17498;18382;17695;17777;23201;26979;24582;43739;49642;312033
31.12.2020;14612;Dresden, kreisfreie Stadt;16839;17699;22240;25098;13197;10523;36295;36045;49022;42431;36933;29885;33648;34650;29079;51508;71135;556227
31.12.2020;14625;Bautzen, Landkreis;7188;8316;11253;13804;7753;4647;8967;7636;16328;18212;18488;17411;21795;27199;25055;39125;44833;298010
31.12.2020;14626;Görlitz, Landkreis;5461;6372;8772;11146;6367;3766;8380;6908;13095;14000;14026;13979;18125;22561;21376;35478;40746;250558
31.12.2020;14627;Meißen, Landkreis;5717;6590;9155;11125;6643;3814;7349;6233;13055;14928;15279;14213;17901;21544;19111;30686;37028;240371
31.12.2020;14628;Sächsische Schweiz-Osterzgebirge, Landkreis;6076;7092;9719;11706;6727;3914;7742;6458;14096;15216;15655;14692;18043;20864;18412;31285;37025;244722
31.12.2020;14713;Leipzig, kreisfreie Stadt;18679;18662;22224;24233;12753;11060;42618;44235;59889;49032;39956;30818;34962;36483;30408;52301;69180;597493
31.12.2020;14729;Leipzig, Landkreis;6408;7357;9670;11932;6728;4016;7831;6547;14466;16228;16628;15420;20513;23618;21009;33489;36526;258386
31.12.2020;14730;Nordsachsen, Landkreis;4980;5524;7173;8710;5071;3158;6271;5478;11694;12882;12360;11632;15381;18250;16812;25259;26809;197444
31.12.2020;15001;Dessau-Roßlau, kreisfreie Stadt;1600;1924;2382;3036;1682;1122;2777;2707;4475;4385;4228;4067;5810;7078;6363;11325;14393;79354
31.12.2020;15002;Halle (Saale), kreisfreie Stadt;6796;6712;8423;10206;5596;5043;17308;14440;18225;16018;13521;12442;15053;15765;13915;26571;31831;237865
31.12.2020;15003;Magdeburg, kreisfreie Stadt;6312;6541;8186;9506;5319;4256;15289;14783;18676;15701;13245;11998;15319;17193;14824;26577;32050;235775
31.12.2020;15081;Altmarkkreis Salzwedel;1916;2180;2967;3716;2099;1326;2885;2557;4875;5107;4838;4697;6677;8277;7568;10474;10528;82687
31.12.2020;15082;Anhalt-Bitterfeld, Landkreis;3330;3835;5011;6289;3578;2407;5354;4515;8959;9283;9060;9222;12331;14812;13828;21967;23436;157217
31.12.2020;15083;Börde, Landkreis;3997;4709;6321;7681;4261;2595;5488;5073;10620;11236;10781;10385;13880;16137;15073;22219;20111;170567
31.12.2020;15084;Burgenlandkreis;3992;4459;5745;7154;4191;2609;5950;5486;10325;10747;10185;9879;13917;16376;15388;24238;26949;177590
31.12.2020;15085;Harz, Landkreis;4411;4992;6749;8319;5066;3350;7359;6631;11778;12436;12168;11861;16670;19665;18021;30053;31446;210975
31.12.2020;15086;Jerichower Land, Landkreis;2104;2416;3141;3791;2119;1388;2778;2537;5096;5563;5355;5134;7110;8894;8082;11819;12076;89403
31.12.2020;15087;Mansfeld-Südharz, Landkreis;2660;2984;4219;5390;3045;1968;4229;3673;7073;7462;7383;7628;10203;12708;12050;19880;21135;133690
31.12.2020;15088;Saalekreis;4298;4954;6544;8216;4606;2824;6216;5409;10809;11556;11503;11046;14672;16847;15373;24924;23637;183434
31.12.2020;15089;Salzlandkreis;4049;4603;6165;7620;4428;2879;6705;5943;10697;10872;10421;10507;15015;17709;15990;25772;28082;187457
31.12.2020;15090;Stendal, Landkreis;2520;2750;3796;4712;2756;1819;3931;3554;6638;6426;5880;6133;8864;10959;10162;14767;14818;110485
31.12.2020;15091;Wittenberg, Landkreis;2705;2940;4012;5053;2876;1839;3827;3544;6931;7013;6872;7064;9775;11928;11067;17628;19111;124185
31.12.2020;15101;Dessau, kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15151;Anhalt-Zerbst, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15153;Bernburg, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15154;Bitterfeld, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15159;Köthen, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15171;Wittenberg, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15202;Halle (Saale), kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15256;Burgenlandkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15260;Mansfelder Land, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15261;Merseburg-Querfurt, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15265;Saalkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15266;Sangerhausen, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15268;Weißenfels, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15303;Magdeburg, kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15352;Aschersleben-Staßfurt, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15355;Bördekreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15357;Halberstadt, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15358;Jerichower Land, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15362;Ohrekreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15363;Stendal, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15364;Quedlinburg, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15367;Schönebeck, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15369;Wernigerode, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;15370;Altmarkkreis Salzwedel (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2020;16051;Erfurt, kreisfreie Stadt;5953;6042;7825;9144;5085;3910;13264;11745;17391;15191;13507;11876;14226;15658;13913;23635;25327;213692
31.12.2020;16052;Gera, kreisfreie Stadt;2199;2319;3066;3699;2064;1432;3552;3355;5582;5447;5006;4676;6246;7907;7659;13187;14730;92126
31.12.2020;16053;Jena, kreisfreie Stadt;3081;3103;3955;4675;2477;2230;8602;8494;10623;8605;6569;5572;6167;6545;5846;10552;13635;110731
31.12.2020;16054;Suhl, kreisfreie Stadt;655;808;1085;1196;737;521;1497;1325;1871;1835;1831;1945;2654;3262;3042;5994;6137;36395
31.12.2020;16055;Weimar, kreisfreie Stadt;1719;1908;2501;2981;1620;1274;4008;3624;4845;4481;4060;3586;4257;4734;4083;7126;8291;65098
31.12.2020;16056;Eisenach, kreisfreie Stadt;1077;1105;1389;1795;1084;719;1800;1745;2655;2796;2505;2504;2990;3527;3177;4904;6198;41970
31.12.2020;16061;Eichsfeld, Landkreis;2803;3010;3978;4714;2761;1673;3527;3358;6122;6773;6315;6072;7276;8471;7878;12833;11899;99463
31.12.2020;16062;Nordhausen, Landkreis;1885;2199;2831;3562;2047;1385;3687;2890;4901;4907;4653;4618;6180;7259;6801;10822;11829;82456
31.12.2020;16063;Wartburgkreis;2672;3108;4311;4991;2942;1796;4001;3647;6816;7391;7311;7139;8985;11023;10523;15988;15323;117967
31.12.2020;16064;Unstrut-Hainich-Kreis;2571;2850;3753;4623;2869;1678;3641;3407;5886;6281;6177;5937;7713;9040;8690;13312;13270;101698
31.12.2020;16065;Kyffhäuserkreis;1505;1828;2395;3108;1871;1104;2419;2200;4100;4311;4225;4278;5569;6869;6756;10698;10286;73522
31.12.2020;16066;Schmalkalden-Meiningen, Landkreis;2741;3161;4397;5051;2925;1910;4705;4087;7356;7871;7204;7224;9303;11400;10933;16961;17012;124241
31.12.2020;16067;Gotha, Landkreis;3182;3624;4803;5811;3402;2320;5379;4622;8125;8780;8220;8130;10338;11893;10981;17342;17611;134563
31.12.2020;16068;Sömmerda, Landkreis;1593;1949;2502;3138;1823;1129;2278;2066;3951;4441;4393;4324;5432;6285;5912;9802;8089;69107
31.12.2020;16069;Hildburghausen, Landkreis;1430;1610;2184;2608;1495;960;2165;2049;3714;4226;3970;3785;4774;5803;5598;8409;7876;62656
31.12.2020;16070;Ilm-Kreis;2476;2803;3676;4489;2496;1743;4578;4339;6955;6692;6252;5810;7888;8953;8209;13978;14269;105606
31.12.2020;16071;Weimarer Land, Landkreis;2069;2416;3318;3976;2254;1365;2846;2376;4620;5369;5324;5134;6271;7470;6939;11156;9388;82291
31.12.2020;16072;Sonneberg, Landkreis;1152;1287;1764;2163;1397;882;2019;1865;3002;3344;3369;3526;4420;5254;5060;8172;8368;57044
31.12.2020;16073;Saalfeld-Rudolstadt, Landkreis;2161;2504;3398;3942;2362;1517;3323;2781;5615;5952;5773;5802;7665;9557;9092;14619;16076;102139
31.12.2020;16074;Saale-Holzland-Kreis;1850;2254;3085;3585;2066;1414;2928;2267;4641;5318;5119;4859;6445;7671;7002;11280;11032;82816
31.12.2020;16075;Saale-Orla-Kreis;1756;2041;2760;3392;1907;1248;2748;2351;4322;4825;4692;4718;6111;7463;7148;11253;10897;79632
31.12.2020;16076;Greiz, Landkreis;1985;2352;3239;3956;2345;1416;2865;2252;4828;5411;5551;5360;7466;9262;8949;14251;15180;96668
31.12.2020;16077;Altenburger Land, Landkreis;1759;2068;2793;3510;2105;1325;2677;2322;4566;4869;4804;5087;7006;8109;7545;13237;14574;88356
__________
Ab 2011: Ergebnisse auf Grundlage des Zensus 2011.
© Statistisches Bundesamt (Destatis), 2021
Stand: 09.01.2022 / 19:21:22
